env,lr,use_entropy,episode,return
CartPole-v0,0.0002,True,9,12.247897700103202
CartPole-v0,0.0002,True,10,18.20930624027691
CartPole-v0,0.0002,True,11,31.744540498961264
CartPole-v0,0.0002,True,12,24.52807127963672
CartPole-v0,0.0002,True,13,26.029962661171947
CartPole-v0,0.0002,True,14,22.217864060085315
CartPole-v0,0.0002,True,15,13.12541872310217
CartPole-v0,0.0002,True,16,17.383137616441324
CartPole-v0,0.0002,True,17,32.42709509397165
CartPole-v0,0.0002,True,18,13.12541872310217
CartPole-v0,0.0002,True,19,11.361512828387072
CartPole-v0,0.0002,True,20,16.548623854991238
CartPole-v0,0.0002,True,21,28.226946740172476
CartPole-v0,0.0002,True,22,29.655230500043043
CartPole-v0,0.0002,True,23,13.12541872310217
CartPole-v0,0.0002,True,24,14.854222890512437
CartPole-v0,0.0002,True,25,23.765728565289617
CartPole-v0,0.0002,True,26,43.6094809547612
CartPole-v0,0.0002,True,27,15.705680661607312
CartPole-v0,0.0002,True,28,15.705680661607312
CartPole-v0,0.0002,True,29,13.994164535871148
CartPole-v0,0.0002,True,30,19.02721317787414
CartPole-v0,0.0002,True,31,35.08973716315974
CartPole-v0,0.0002,True,32,15.705680661607312
CartPole-v0,0.0002,True,33,14.854222890512437
CartPole-v0,0.0002,True,34,18.20930624027691
CartPole-v0,0.0002,True,35,10.466174574128356
CartPole-v0,0.0002,True,36,13.12541872310217
CartPole-v0,0.0002,True,37,17.383137616441324
CartPole-v0,0.0002,True,38,27.501966404214624
CartPole-v0,0.0002,True,39,28.226946740172476
CartPole-v0,0.0002,True,40,23.765728565289617
CartPole-v0,0.0002,True,41,21.432185919278098
CartPole-v0,0.0002,True,42,43.039879752284044
CartPole-v0,0.0002,True,43,46.90944570448864
CartPole-v0,0.0002,True,44,30.35867819504261
CartPole-v0,0.0002,True,45,23.765728565289617
CartPole-v0,0.0002,True,46,34.434077942585596
CartPole-v0,0.0002,True,47,22.995685419484463
CartPole-v0,0.0002,True,48,14.854222890512437
CartPole-v0,0.0002,True,49,23.765728565289617
CartPole-v0,0.0002,True,50,33.10282414303193
CartPole-v0,0.0002,True,1,24.52807127963672
CartPole-v0,0.0002,True,2,10.466174574128356
CartPole-v0,0.0002,True,3,11.361512828387072
CartPole-v0,0.0002,True,4,15.705680661607312
CartPole-v0,0.0002,True,5,12.247897700103202
CartPole-v0,0.0002,True,6,11.361512828387072
CartPole-v0,0.0002,True,7,21.432185919278098
CartPole-v0,0.0002,True,8,13.994164535871148
CartPole-v0,0.0002,True,9,19.02721317787414
CartPole-v0,0.0002,True,10,9.561792499119552
CartPole-v0,0.0002,True,11,14.854222890512437
CartPole-v0,0.0002,True,12,14.854222890512437
CartPole-v0,0.0002,True,13,9.561792499119552
CartPole-v0,0.0002,True,14,19.02721317787414
CartPole-v0,0.0002,True,15,17.383137616441324
CartPole-v0,0.0002,True,16,20.63857163563444
CartPole-v0,0.0002,True,17,13.994164535871148
CartPole-v0,0.0002,True,18,11.361512828387072
CartPole-v0,0.0002,True,19,38.88827604671346
CartPole-v0,0.0002,True,20,12.247897700103202
CartPole-v0,0.0002,True,21,13.994164535871148
CartPole-v0,0.0002,True,22,11.361512828387072
CartPole-v0,0.0002,True,23,14.854222890512437
CartPole-v0,0.0002,True,24,9.561792499119552
CartPole-v0,0.0002,True,25,10.466174574128356
CartPole-v0,0.0002,True,26,8.64827525163591
CartPole-v0,0.0002,True,27,8.64827525163591
CartPole-v0,0.0002,True,28,12.247897700103202
CartPole-v0,0.0002,True,29,15.705680661607312
CartPole-v0,0.0002,True,30,14.854222890512437
CartPole-v0,0.0002,True,31,17.383137616441324
CartPole-v0,0.0002,True,32,12.247897700103202
CartPole-v0,0.0002,True,33,18.20930624027691
CartPole-v0,0.0002,True,34,9.561792499119552
CartPole-v0,0.0002,True,35,13.12541872310217
CartPole-v0,0.0002,True,36,10.466174574128356
CartPole-v0,0.0002,True,37,11.361512828387072
CartPole-v0,0.0002,True,38,26.029962661171947
CartPole-v0,0.0002,True,39,12.247897700103202
CartPole-v0,0.0002,True,40,31.055091413092185
CartPole-v0,0.0002,True,41,15.705680661607312
CartPole-v0,0.0002,True,42,11.361512828387072
CartPole-v0,0.0002,True,43,14.854222890512437
CartPole-v0,0.0002,True,44,19.836941046095397
CartPole-v0,0.0002,True,45,13.12541872310217
CartPole-v0,0.0002,True,46,15.705680661607312
CartPole-v0,0.0002,True,47,10.466174574128356
CartPole-v0,0.0002,True,48,21.432185919278098
CartPole-v0,0.0002,True,49,12.247897700103202
CartPole-v0,0.0002,True,50,7.72553055720799
CartPole-v0,0.0002,True,1,13.994164535871148
CartPole-v0,0.0002,True,2,23.765728565289617
CartPole-v0,0.0002,True,3,15.705680661607312
CartPole-v0,0.0002,True,4,8.64827525163591
CartPole-v0,0.0002,True,5,7.72553055720799
CartPole-v0,0.0002,True,6,13.994164535871148
CartPole-v0,0.0002,True,7,12.247897700103202
CartPole-v0,0.0002,True,8,13.12541872310217
CartPole-v0,0.0002,True,9,26.029962661171947
CartPole-v0,0.0002,True,10,16.548623854991238
CartPole-v0,0.0002,True,11,17.383137616441324
CartPole-v0,0.0002,True,12,9.561792499119552
CartPole-v0,0.0002,True,13,8.64827525163591
CartPole-v0,0.0002,True,14,8.64827525163591
CartPole-v0,0.0002,True,15,12.247897700103202
CartPole-v0,0.0002,True,16,14.854222890512437
CartPole-v0,0.0002,True,17,10.466174574128356
CartPole-v0,0.0002,True,18,17.383137616441324
CartPole-v0,0.0002,True,19,11.361512828387072
CartPole-v0,0.0002,True,20,25.28279056684035
CartPole-v0,0.0002,True,21,11.361512828387072
CartPole-v0,0.0002,True,22,9.561792499119552
CartPole-v0,0.0002,True,23,15.705680661607312
CartPole-v0,0.0002,True,24,22.995685419484463
CartPole-v0,0.0002,True,25,10.466174574128356
CartPole-v0,0.0002,True,26,12.247897700103202
CartPole-v0,0.0002,True,27,12.247897700103202
CartPole-v0,0.0002,True,28,13.994164535871148
CartPole-v0,0.0002,True,29,20.63857163563444
CartPole-v0,0.0002,True,30,12.247897700103202
CartPole-v0,0.0002,True,31,12.247897700103202
CartPole-v0,0.0002,True,32,14.854222890512437
CartPole-v0,0.0002,True,33,11.361512828387072
CartPole-v0,0.0002,True,34,25.28279056684035
CartPole-v0,0.0002,True,35,9.561792499119552
CartPole-v0,0.0002,True,36,9.561792499119552
CartPole-v0,0.0002,True,37,16.548623854991238
CartPole-v0,0.0002,True,38,12.247897700103202
CartPole-v0,0.0002,True,39,15.705680661607312
CartPole-v0,0.0002,True,40,11.361512828387072
CartPole-v0,0.0002,True,41,12.247897700103202
CartPole-v0,0.0002,True,42,13.994164535871148
CartPole-v0,0.0002,True,43,8.64827525163591
CartPole-v0,0.0002,True,44,12.247897700103202
CartPole-v0,0.0002,True,45,13.12541872310217
CartPole-v0,0.0002,True,46,20.63857163563444
CartPole-v0,0.0002,True,47,19.02721317787414
CartPole-v0,0.0002,True,48,13.994164535871148
CartPole-v0,0.0002,True,49,9.561792499119552
CartPole-v0,0.0002,True,50,27.501966404214624
CartPole-v0,0.0002,True,1,16.548623854991238
CartPole-v0,0.0002,True,2,22.217864060085315
CartPole-v0,0.0002,True,3,20.63857163563444
CartPole-v0,0.0002,True,4,46.37317747928145
CartPole-v0,0.0002,True,5,30.35867819504261
CartPole-v0,0.0002,True,6,12.247897700103202
CartPole-v0,0.0002,True,7,16.548623854991238
CartPole-v0,0.0002,True,8,24.52807127963672
CartPole-v0,0.0002,True,9,18.20930624027691
CartPole-v0,0.0002,True,10,10.466174574128356
CartPole-v0,0.0002,True,11,25.28279056684035
CartPole-v0,0.0002,True,12,10.466174574128356
CartPole-v0,0.0002,True,13,27.501966404214624
CartPole-v0,0.0002,True,14,17.383137616441324
CartPole-v0,0.0002,True,15,27.501966404214624
CartPole-v0,0.0002,True,16,12.247897700103202
CartPole-v0,0.0002,True,17,34.434077942585596
CartPole-v0,0.0002,True,18,9.561792499119552
CartPole-v0,0.0002,True,19,50.01629701008006
CartPole-v0,0.0002,True,20,10.466174574128356
CartPole-v0,0.0002,True,21,11.361512828387072
CartPole-v0,0.0002,True,22,11.361512828387072
CartPole-v0,0.0002,True,23,14.854222890512437
CartPole-v0,0.0002,True,24,16.548623854991238
CartPole-v0,0.0002,True,25,28.94467727277075
CartPole-v0,0.0002,True,26,23.765728565289617
CartPole-v0,0.0002,True,27,17.383137616441324
CartPole-v0,0.0002,True,28,13.12541872310217
CartPole-v0,0.0002,True,29,23.765728565289617
CartPole-v0,0.0002,True,30,9.561792499119552
CartPole-v0,0.0002,True,31,53.41192248302061
CartPole-v0,0.0002,True,32,13.994164535871148
CartPole-v0,0.0002,True,33,14.854222890512437
CartPole-v0,0.0002,True,34,17.383137616441324
CartPole-v0,0.0002,True,35,14.854222890512437
CartPole-v0,0.0002,True,36,17.383137616441324
CartPole-v0,0.0002,True,37,13.994164535871148
CartPole-v0,0.0002,True,38,13.994164535871148
CartPole-v0,0.0002,True,39,8.64827525163591
CartPole-v0,0.0002,True,40,16.548623854991238
CartPole-v0,0.0002,True,41,19.02721317787414
CartPole-v0,0.0002,True,42,15.705680661607312
CartPole-v0,0.0002,True,43,10.466174574128356
CartPole-v0,0.0002,True,44,17.383137616441324
CartPole-v0,0.0002,True,45,37.64746051087997
CartPole-v0,0.0002,True,46,13.994164535871148
CartPole-v0,0.0002,True,47,11.361512828387072
CartPole-v0,0.0002,True,48,14.854222890512437
CartPole-v0,0.0002,True,49,17.383137616441324
CartPole-v0,0.0002,True,50,22.217864060085315
CartPole-v0,0.0002,False,1,13.12541872310217
CartPole-v0,0.0002,False,2,14.854222890512437
CartPole-v0,0.0002,False,3,15.705680661607312
CartPole-v0,0.0002,False,4,13.12541872310217
CartPole-v0,0.0002,False,5,13.994164535871148
CartPole-v0,0.0002,False,6,12.247897700103202
CartPole-v0,0.0002,False,7,13.12541872310217
CartPole-v0,0.0002,False,8,14.854222890512437
CartPole-v0,0.0002,False,9,10.466174574128356
CartPole-v0,0.0002,False,10,10.466174574128356
CartPole-v0,0.0002,False,11,22.217864060085315
CartPole-v0,0.0002,False,12,16.548623854991238
CartPole-v0,0.0002,False,13,11.361512828387072
CartPole-v0,0.0002,False,14,18.20930624027691
CartPole-v0,0.0002,False,15,22.217864060085315
CartPole-v0,0.0002,False,16,13.12541872310217
CartPole-v0,0.0002,False,17,12.247897700103202
CartPole-v0,0.0002,False,18,13.994164535871148
CartPole-v0,0.0002,False,19,31.744540498961264
CartPole-v0,0.0002,False,20,16.548623854991238
CartPole-v0,0.0002,False,21,27.501966404214624
CartPole-v0,0.0002,False,22,17.383137616441324
CartPole-v0,0.0002,False,23,13.12541872310217
CartPole-v0,0.0002,False,24,17.383137616441324
CartPole-v0,0.0002,False,25,12.247897700103202
CartPole-v0,0.0002,False,26,16.548623854991238
CartPole-v0,0.0002,False,27,28.226946740172476
CartPole-v0,0.0002,False,28,9.561792499119552
CartPole-v0,0.0002,False,29,13.994164535871148
CartPole-v0,0.0002,False,30,13.12541872310217
CartPole-v0,0.0002,False,31,14.854222890512437
CartPole-v0,0.0002,False,32,18.20930624027691
CartPole-v0,0.0002,False,33,11.361512828387072
CartPole-v0,0.0002,False,34,12.247897700103202
CartPole-v0,0.0002,False,35,12.247897700103202
CartPole-v0,0.0002,False,36,17.383137616441324
CartPole-v0,0.0002,False,37,8.64827525163591
CartPole-v0,0.0002,False,38,20.63857163563444
CartPole-v0,0.0002,False,39,13.994164535871148
CartPole-v0,0.0002,False,40,12.247897700103202
CartPole-v0,0.0002,False,41,10.466174574128356
CartPole-v0,0.0002,False,42,14.854222890512437
CartPole-v0,0.0002,False,43,12.247897700103202
CartPole-v0,0.0002,False,44,9.561792499119552
CartPole-v0,0.0002,False,45,28.226946740172476
CartPole-v0,0.0002,False,46,19.02721317787414
CartPole-v0,0.0002,False,47,15.705680661607312
CartPole-v0,0.0002,False,48,7.72553055720799
CartPole-v0,0.0002,False,49,13.994164535871148
CartPole-v0,0.0002,False,50,17.383137616441324
CartPole-v0,0.0002,False,1,11.361512828387072
CartPole-v0,0.0002,False,2,21.432185919278098
CartPole-v0,0.0002,False,3,13.994164535871148
CartPole-v0,0.0002,False,4,12.247897700103202
CartPole-v0,0.0002,False,5,19.836941046095397
CartPole-v0,0.0002,False,6,9.561792499119552
CartPole-v0,0.0002,False,7,8.64827525163591
CartPole-v0,0.0002,False,8,14.854222890512437
CartPole-v0,0.0002,False,9,10.466174574128356
CartPole-v0,0.0002,False,10,8.64827525163591
CartPole-v0,0.0002,False,11,10.466174574128356
CartPole-v0,0.0002,False,12,31.744540498961264
CartPole-v0,0.0002,False,13,9.561792499119552
CartPole-v0,0.0002,False,14,10.466174574128356
CartPole-v0,0.0002,False,15,10.466174574128356
CartPole-v0,0.0002,False,16,23.765728565289617
CartPole-v0,0.0002,False,17,13.994164535871148
CartPole-v0,0.0002,False,18,13.994164535871148
CartPole-v0,0.0002,False,19,9.561792499119552
CartPole-v0,0.0002,False,20,14.854222890512437
CartPole-v0,0.0002,False,21,20.63857163563444
CartPole-v0,0.0002,False,22,13.994164535871148
CartPole-v0,0.0002,False,23,24.52807127963672
CartPole-v0,0.0002,False,24,18.20930624027691
CartPole-v0,0.0002,False,25,24.52807127963672
CartPole-v0,0.0002,False,26,17.383137616441324
CartPole-v0,0.0002,False,27,13.12541872310217
CartPole-v0,0.0002,False,28,11.361512828387072
CartPole-v0,0.0002,False,29,9.561792499119552
CartPole-v0,0.0002,False,30,25.28279056684035
CartPole-v0,0.0002,False,31,13.12541872310217
CartPole-v0,0.0002,False,32,13.994164535871148
CartPole-v0,0.0002,False,33,9.561792499119552
CartPole-v0,0.0002,False,34,13.994164535871148
CartPole-v0,0.0002,False,35,23.765728565289617
CartPole-v0,0.0002,False,36,9.561792499119552
CartPole-v0,0.0002,False,37,13.12541872310217
CartPole-v0,0.0002,False,38,20.63857163563444
CartPole-v0,0.0002,False,39,12.247897700103202
CartPole-v0,0.0002,False,40,22.217864060085315
CartPole-v0,0.0002,False,41,15.705680661607312
CartPole-v0,0.0002,False,42,17.383137616441324
CartPole-v0,0.0002,False,43,23.765728565289617
CartPole-v0,0.0002,False,44,22.217864060085315
CartPole-v0,0.0002,False,45,20.63857163563444
CartPole-v0,0.0002,False,46,13.12541872310217
CartPole-v0,0.0002,False,47,25.28279056684035
CartPole-v0,0.0002,False,48,13.12541872310217
CartPole-v0,0.0002,False,49,17.383137616441324
CartPole-v0,0.0002,False,50,19.836941046095397
CartPole-v0,0.0002,False,1,15.705680661607312
CartPole-v0,0.0002,False,2,25.28279056684035
CartPole-v0,0.0002,False,3,19.02721317787414
CartPole-v0,0.0002,False,4,11.361512828387072
CartPole-v0,0.0002,False,5,13.12541872310217
CartPole-v0,0.0002,False,6,18.20930624027691
CartPole-v0,0.0002,False,7,15.705680661607312
CartPole-v0,0.0002,False,8,19.02721317787414
CartPole-v0,0.0002,False,9,7.72553055720799
CartPole-v0,0.0002,False,10,26.769663034560228
CartPole-v0,0.0002,False,11,29.655230500043043
CartPole-v0,0.0002,False,12,11.361512828387072
CartPole-v0,0.0002,False,13,15.705680661607312
CartPole-v0,0.0002,False,14,19.02721317787414
CartPole-v0,0.0002,False,15,26.769663034560228
CartPole-v0,0.0002,False,16,8.64827525163591
CartPole-v0,0.0002,False,17,43.6094809547612
CartPole-v0,0.0002,False,18,9.561792499119552
CartPole-v0,0.0002,False,19,28.94467727277075
CartPole-v0,0.0002,False,20,22.217864060085315
CartPole-v0,0.0002,False,21,16.548623854991238
CartPole-v0,0.0002,False,22,11.361512828387072
CartPole-v0,0.0002,False,23,35.73883979152814
CartPole-v0,0.0002,False,24,17.383137616441324
CartPole-v0,0.0002,False,25,27.501966404214624
CartPole-v0,0.0002,False,26,13.994164535871148
CartPole-v0,0.0002,False,27,8.64827525163591
CartPole-v0,0.0002,False,28,31.744540498961264
CartPole-v0,0.0002,False,29,10.466174574128356
CartPole-v0,0.0002,False,30,28.94467727277075
CartPole-v0,0.0002,False,31,35.08973716315974
CartPole-v0,0.0002,False,32,31.744540498961264
CartPole-v0,0.0002,False,33,13.994164535871148
CartPole-v0,0.0002,False,34,24.52807127963672
CartPole-v0,0.0002,False,35,14.854222890512437
CartPole-v0,0.0002,False,36,18.20930624027691
CartPole-v0,0.0002,False,37,30.35867819504261
CartPole-v0,0.0002,False,38,12.247897700103202
CartPole-v0,0.0002,False,39,15.705680661607312
CartPole-v0,0.0002,False,40,25.28279056684035
CartPole-v0,0.0002,False,41,21.432185919278098
CartPole-v0,0.0002,False,42,23.765728565289617
CartPole-v0,0.0002,False,43,21.432185919278098
CartPole-v0,0.0002,False,44,10.466174574128356
CartPole-v0,0.0002,False,45,24.52807127963672
CartPole-v0,0.0002,False,46,13.994164535871148
CartPole-v0,0.0002,False,47,34.434077942585596
CartPole-v0,0.0002,False,48,16.548623854991238
CartPole-v0,0.0002,False,49,16.548623854991238
CartPole-v0,0.0002,False,50,17.383137616441324
CartPole-v0,0.0002,False,1,20.63857163563444
CartPole-v0,0.0002,False,2,25.28279056684035
CartPole-v0,0.0002,False,3,22.217864060085315
CartPole-v0,0.0002,False,4,28.226946740172476
CartPole-v0,0.0002,False,5,33.771795901601614
CartPole-v0,0.0002,False,6,36.38145139361286
CartPole-v0,0.0002,False,7,38.27098590577117
CartPole-v0,0.0002,False,8,20.63857163563444
CartPole-v0,0.0002,False,9,53.41192248302061
CartPole-v0,0.0002,False,10,28.94467727277075
CartPole-v0,0.0002,False,11,25.28279056684035
CartPole-v0,0.0002,False,12,31.055091413092185
CartPole-v0,0.0002,False,13,13.994164535871148
CartPole-v0,0.0002,False,14,11.361512828387072
CartPole-v0,0.0002,False,15,39.499393286246324
CartPole-v0,0.0002,False,16,16.548623854991238
CartPole-v0,0.0002,False,17,27.501966404214624
CartPole-v0,0.0002,False,18,41.29632180625152
CartPole-v0,0.0002,False,19,25.28279056684035
CartPole-v0,0.0002,False,20,19.02721317787414
CartPole-v0,0.0002,False,21,24.52807127963672
CartPole-v0,0.0002,False,22,16.548623854991238
CartPole-v0,0.0002,False,23,15.705680661607312
CartPole-v0,0.0002,False,24,31.055091413092185
CartPole-v0,0.0002,False,25,33.10282414303193
CartPole-v0,0.0002,False,26,16.548623854991238
CartPole-v0,0.0002,False,27,18.20930624027691
CartPole-v0,0.0002,False,28,24.52807127963672
CartPole-v0,0.0002,False,29,15.705680661607312
CartPole-v0,0.0002,False,30,22.217864060085315
CartPole-v0,0.0002,False,31,54.79563497335241
CartPole-v0,0.0002,False,32,34.434077942585596
CartPole-v0,0.0002,False,33,48.48628825761962
CartPole-v0,0.0002,False,34,27.501966404214624
CartPole-v0,0.0002,False,35,19.836941046095397
CartPole-v0,0.0002,False,36,28.226946740172476
CartPole-v0,0.0002,False,37,26.029962661171947
CartPole-v0,0.0002,False,38,17.383137616441324
CartPole-v0,0.0002,False,39,11.361512828387072
CartPole-v0,0.0002,False,40,22.217864060085315
CartPole-v0,0.0002,False,41,13.12541872310217
CartPole-v0,0.0002,False,42,61.121608192577256
CartPole-v0,0.0002,False,43,45.28433576092384
CartPole-v0,0.0002,False,44,45.8314924033146
CartPole-v0,0.0002,False,45,24.52807127963672
CartPole-v0,0.0002,False,46,28.94467727277075
CartPole-v0,0.0002,False,47,28.94467727277075
CartPole-v0,0.0002,False,48,47.96594773496931
CartPole-v0,0.0002,False,49,19.836941046095397
CartPole-v0,0.0002,False,50,37.017636879676736
CartPole-v0,0.0002,False,1,16.548623854991238
CartPole-v0,0.0002,False,2,8.64827525163591
CartPole-v0,0.0002,False,3,13.994164535871148
CartPole-v0,0.0002,False,4,24.52807127963672
CartPole-v0,0.0002,False,5,14.854222890512437
CartPole-v0,0.0002,False,6,19.02721317787414
CartPole-v0,0.0002,False,7,12.247897700103202
CartPole-v0,0.0002,False,8,13.994164535871148
CartPole-v0,0.0002,False,9,13.994164535871148
CartPole-v0,0.0002,False,10,11.361512828387072
CartPole-v0,0.0002,False,11,17.383137616441324
CartPole-v0,0.0002,False,12,22.995685419484463
CartPole-v0,0.0002,False,13,20.63857163563444
CartPole-v0,0.0002,False,14,8.64827525163591
CartPole-v0,0.0002,False,15,8.64827525163591
CartPole-v0,0.0002,False,16,11.361512828387072
CartPole-v0,0.0002,False,17,17.383137616441324
CartPole-v0,0.0002,False,18,13.12541872310217
CartPole-v0,0.0002,False,19,13.994164535871148
CartPole-v0,0.0002,False,20,13.12541872310217
CartPole-v0,0.0002,False,21,18.20930624027691
CartPole-v0,0.0002,False,22,14.854222890512437
CartPole-v0,0.0002,False,23,12.247897700103202
CartPole-v0,0.0002,False,24,22.217864060085315
CartPole-v0,0.0002,False,25,8.64827525163591
CartPole-v0,0.0002,False,26,16.548623854991238
CartPole-v0,0.0002,False,27,10.466174574128356
CartPole-v0,0.0002,False,28,10.466174574128356
CartPole-v0,0.0002,False,29,14.854222890512437
CartPole-v0,0.0002,False,30,13.994164535871148
CartPole-v0,0.0002,False,31,10.466174574128356
CartPole-v0,0.0002,False,32,33.10282414303193
CartPole-v0,0.0002,False,33,12.247897700103202
CartPole-v0,0.0002,False,34,26.029962661171947
CartPole-v0,0.0002,False,35,20.63857163563444
CartPole-v0,0.0002,False,36,13.994164535871148
CartPole-v0,0.0002,False,37,18.20930624027691
CartPole-v0,0.0002,False,38,12.247897700103202
CartPole-v0,0.0002,False,39,9.561792499119552
CartPole-v0,0.0002,False,40,12.247897700103202
CartPole-v0,0.0002,False,41,19.02721317787414
CartPole-v0,0.0002,False,42,16.548623854991238
CartPole-v0,0.0002,False,43,9.561792499119552
CartPole-v0,0.0002,False,44,19.836941046095397
CartPole-v0,0.0002,False,45,9.561792499119552
CartPole-v0,0.0002,False,46,7.72553055720799
CartPole-v0,0.0002,False,47,12.247897700103202
CartPole-v0,0.0002,False,48,13.994164535871148
CartPole-v0,0.0002,False,49,11.361512828387072
CartPole-v0,0.0002,False,50,13.994164535871148
CartPole-v0,0.0004,True,1,12.247897700103202
CartPole-v0,0.0004,True,2,12.247897700103202
CartPole-v0,0.0004,True,3,11.361512828387072
CartPole-v0,0.0004,True,4,18.20930624027691
CartPole-v0,0.0004,True,5,11.361512828387072
CartPole-v0,0.0004,True,6,16.548623854991238
CartPole-v0,0.0004,True,7,13.12541872310217
CartPole-v0,0.0004,True,8,9.561792499119552
CartPole-v0,0.0004,True,9,19.836941046095397
CartPole-v0,0.0004,True,10,22.995685419484463
CartPole-v0,0.0004,True,11,24.52807127963672
CartPole-v0,0.0004,True,12,19.836941046095397
CartPole-v0,0.0004,True,13,9.561792499119552
CartPole-v0,0.0004,True,14,12.247897700103202
CartPole-v0,0.0004,True,15,13.994164535871148
CartPole-v0,0.0004,True,16,12.247897700103202
CartPole-v0,0.0004,True,17,12.247897700103202
CartPole-v0,0.0004,True,18,9.561792499119552
CartPole-v0,0.0004,True,19,13.12541872310217
CartPole-v0,0.0004,True,20,19.836941046095397
CartPole-v0,0.0004,True,21,9.561792499119552
CartPole-v0,0.0004,True,22,11.361512828387072
CartPole-v0,0.0004,True,23,13.994164535871148
CartPole-v0,0.0004,True,24,30.35867819504261
CartPole-v0,0.0004,True,25,10.466174574128356
CartPole-v0,0.0004,True,26,25.28279056684035
CartPole-v0,0.0004,True,27,21.432185919278098
CartPole-v0,0.0004,True,28,17.383137616441324
CartPole-v0,0.0004,True,29,10.466174574128356
CartPole-v0,0.0004,True,30,9.561792499119552
CartPole-v0,0.0004,True,31,22.995685419484463
CartPole-v0,0.0004,True,32,10.466174574128356
CartPole-v0,0.0004,True,33,10.466174574128356
CartPole-v0,0.0004,True,34,10.466174574128356
CartPole-v0,0.0004,True,35,7.72553055720799
CartPole-v0,0.0004,True,36,12.247897700103202
CartPole-v0,0.0004,True,37,13.12541872310217
CartPole-v0,0.0004,True,38,19.836941046095397
CartPole-v0,0.0004,True,39,13.994164535871148
CartPole-v0,0.0004,True,40,14.854222890512437
CartPole-v0,0.0004,True,41,8.64827525163591
CartPole-v0,0.0004,True,42,13.994164535871148
CartPole-v0,0.0004,True,43,13.994164535871148
CartPole-v0,0.0004,True,44,11.361512828387072
CartPole-v0,0.0004,True,45,14.854222890512437
CartPole-v0,0.0004,True,46,9.561792499119552
CartPole-v0,0.0004,True,47,11.361512828387072
CartPole-v0,0.0004,True,48,11.361512828387072
CartPole-v0,0.0004,True,49,16.548623854991238
CartPole-v0,0.0004,True,50,13.12541872310217
CartPole-v0,0.0004,True,1,28.226946740172476
CartPole-v0,0.0004,True,2,13.12541872310217
CartPole-v0,0.0004,True,3,10.466174574128356
CartPole-v0,0.0004,True,4,8.64827525163591
CartPole-v0,0.0004,True,5,10.466174574128356
CartPole-v0,0.0004,True,6,16.548623854991238
CartPole-v0,0.0004,True,7,9.561792499119552
CartPole-v0,0.0004,True,8,9.561792499119552
CartPole-v0,0.0004,True,9,10.466174574128356
CartPole-v0,0.0004,True,10,22.217864060085315
CartPole-v0,0.0004,True,11,13.994164535871148
CartPole-v0,0.0004,True,12,10.466174574128356
CartPole-v0,0.0004,True,13,11.361512828387072
CartPole-v0,0.0004,True,14,17.383137616441324
CartPole-v0,0.0004,True,15,11.361512828387072
CartPole-v0,0.0004,True,16,11.361512828387072
CartPole-v0,0.0004,True,17,15.705680661607312
CartPole-v0,0.0004,True,18,10.466174574128356
CartPole-v0,0.0004,True,19,13.994164535871148
CartPole-v0,0.0004,True,20,18.20930624027691
CartPole-v0,0.0004,True,21,15.705680661607312
CartPole-v0,0.0004,True,22,22.217864060085315
CartPole-v0,0.0004,True,23,7.72553055720799
CartPole-v0,0.0004,True,24,13.994164535871148
CartPole-v0,0.0004,True,25,16.548623854991238
CartPole-v0,0.0004,True,26,10.466174574128356
CartPole-v0,0.0004,True,27,14.854222890512437
CartPole-v0,0.0004,True,28,9.561792499119552
CartPole-v0,0.0004,True,29,8.64827525163591
CartPole-v0,0.0004,True,30,14.854222890512437
CartPole-v0,0.0004,True,31,16.548623854991238
CartPole-v0,0.0004,True,32,10.466174574128356
CartPole-v0,0.0004,True,33,8.64827525163591
CartPole-v0,0.0004,True,34,9.561792499119552
CartPole-v0,0.0004,True,35,15.705680661607312
CartPole-v0,0.0004,True,36,9.561792499119552
CartPole-v0,0.0004,True,37,11.361512828387072
CartPole-v0,0.0004,True,38,12.247897700103202
CartPole-v0,0.0004,True,39,41.883358588189004
CartPole-v0,0.0004,True,40,11.361512828387072
CartPole-v0,0.0004,True,41,9.561792499119552
CartPole-v0,0.0004,True,42,20.63857163563444
CartPole-v0,0.0004,True,43,9.561792499119552
CartPole-v0,0.0004,True,44,13.12541872310217
CartPole-v0,0.0004,True,45,8.64827525163591
CartPole-v0,0.0004,True,46,23.765728565289617
CartPole-v0,0.0004,True,47,14.854222890512437
CartPole-v0,0.0004,True,48,13.994164535871148
CartPole-v0,0.0004,True,49,9.561792499119552
CartPole-v0,0.0004,True,50,11.361512828387072
CartPole-v0,0.0004,True,1,40.10439935338386
CartPole-v0,0.0004,True,2,25.28279056684035
CartPole-v0,0.0004,True,3,15.705680661607312
CartPole-v0,0.0004,True,4,14.854222890512437
CartPole-v0,0.0004,True,5,20.63857163563444
CartPole-v0,0.0004,True,6,27.501966404214624
CartPole-v0,0.0004,True,7,22.217864060085315
CartPole-v0,0.0004,True,8,28.94467727277075
CartPole-v0,0.0004,True,9,28.226946740172476
CartPole-v0,0.0004,True,10,37.017636879676736
CartPole-v0,0.0004,True,11,49.001425375043425
CartPole-v0,0.0004,True,12,37.64746051087997
CartPole-v0,0.0004,True,13,17.383137616441324
CartPole-v0,0.0004,True,14,32.42709509397165
CartPole-v0,0.0004,True,15,48.48628825761962
CartPole-v0,0.0004,True,16,24.52807127963672
CartPole-v0,0.0004,True,17,33.10282414303193
